date,num_actions,position_category,price_index,external_index_data_minimal_price,external_index_data_price_index_value,self_marketplaces_index_data_minimal_price,self_marketplaces_index_data_price_index_value,marketing_seller_price,marketing_price,conv_tocart,conv_tocart_pdp,hits_tocart,hits_tocart_pdp,hits_view_search,shop_id,offer_id,title,warehouse_name,delivery_schema,gross_profit,sales_profit,prime_cost_of_paid,prime_cost_of_return,cancellation_processing,seller_bonuses_cost,cross_docking_cost_prod,gds_net_profit_after_tax,gds_profitability_after_tax,other_cost_prod,placement_cost_prod,promotion_advertising_prod,promotion_reviews_prod,shop_net_profit_after_tax,shop_net_profit_bfr_tax,shop_profitability_after_tax,gds_net_profit_bfr_tax,sum_installment_sale_cost_orders_commission_acquiring_cost_prod_direct_logistics_reverse_logistics_returns_commission_last_mile,accruals,TARGET
2023-09-24,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.549120654828324,0.0,-0.07918866439119707,2.290865598429909,0.8631470679220493,-0.164954450776813,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",САНКТ-ПЕТЕРБУРГ,FBO,11517.999999999996,5997.0999999999985,-7556.0,0.0,-50.0,-42.6,-215.65769265536727,4461.892748264117,1213.1200000000001,-56.41444072193742,-504.0754128185362,-518.6441260352893,-57.744074004946015,5997.0999999999985,5997.0999999999985,1615.62,4461.892748264117,-5610.971505499809,19074.0,50
2023-09-25,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.549120654828324,0.0,-0.07918866439119707,2.290865598429909,0.8631470679220493,-0.164954450776813,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",САНКТ-ПЕТЕРБУРГ,FBO,10153.720000000001,5261.92,-6649.28,0.0,-50.0,-48.800000000000004,-189.98092742414474,3909.4985125868707,1047.0300000000002,-49.697590827865895,-444.0588844285345,-456.89300879579355,-50.86891451741157,5261.92,5261.92,1393.1800000000003,3909.4985125868707,-4953.922161419379,16803.0,44
2023-09-26,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.549120654828324,0.0,-0.07918866439119707,2.290865598429909,0.8631470679220493,-0.164954450776813,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",ТВЕРЬ,FBO,11585.999999999998,5663.62,-7556.0,0.0,-200.0,-48.849999999999994,-216.42652578426342,4122.9396386322605,1223.89,-56.61556172272862,-505.87247311378957,-520.4931247020818,-57.949935231345115,5663.62,5663.62,1626.3899999999999,4122.9396386322605,-5856.852740813531,19142.0,50
2023-09-27,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.549120654828324,0.0,-0.07918866439119707,2.290865598429909,0.8631470679220493,-0.164954450776813,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",ЖУКОВСКИЙ,FBO,11344.12,5684.43,-7556.000000000001,151.12,-100.0,-54.650000000000006,-211.98312255402544,4175.38099282814,1265.89,-55.45320064462641,-495.4865217015171,-509.8070000542959,-56.76017843759742,5684.43,5684.43,1676.43,4175.38099282814,-5684.598983779798,18749.0,51
2023-09-28,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.549120654828324,0.0,-0.07918866439119707,2.290865598429909,0.8631470679220493,-0.164954450776813,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",ТВЕРЬ,FBO,10168.48,4642.608872192139,-7253.76,302.24,-200.0,-52.0,-193.56504656914586,3264.6730354657943,1111.91,-50.63516961096615,-452.43635668728854,-465.5126055218703,-51.82859111694851,4642.608872192139,4642.608872192139,1490.24,3264.6730354657943,-5437.829195027987,17120.0,50
2023-09-29,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.549120654828324,0.0,-0.07918866439119707,2.290865598429909,0.8631470679220493,-0.164954450776813,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",ТВЕРЬ,FBO,10202.719999999996,5162.779999999999,-6800.399999999999,151.12,-50.0,-49.0,-190.53493953173165,3806.4146541756804,1162.8700000000001,-49.84251625490665,-445.35382493540806,-458.2253754821588,-51.017255695257944,5162.779999999999,5162.779999999999,1533.1599999999999,3806.4146541756804,-5102.33143392486,16852.0,46
2023-09-30,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.549120654828324,0.0,-0.07918866439119707,2.290865598429909,0.8631470679220493,-0.14818858850789052,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",РОСТОВ-НА-ДОНУ,FBO,7849.92,3467.26,-5138.08,0.0,-150.0,-32.15,-146.84712761916273,2421.8960603153173,827.8299999999999,-38.41411115112315,-343.23851639337056,-353.15874535736276,-39.319494242227066,3467.26,3467.26,1101.53,2421.8960603153173,-4324.895944921437,12988.0,34
2023-10-01,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.549120654828324,0.0,-0.07918866439119707,2.290865598429909,0.8631470679220493,-0.14818858850789052,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",САМАРА,FBO,-695.64,-952.76,0.0,453.36,-150.0,-50.699999999999996,10.377958928175271,-858.6081460256019,201.14999999999998,3.645864262711294,16.256023226261302,45.41913918896448,3.8408147061284184,-952.76,-952.76,225.71999999999997,-858.6081460256019,-41.80794633784283,-1149.0,3
2023-10-02,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.549120654828324,0.0,-0.07918866439119707,2.290865598429909,0.8631470679220493,-0.14818858850789052,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",ЕКАТЕРИНБУРГ,FBO,0.0,-40.74999999999999,0.0,0.0,0.0,-40.74999999999999,0.0,-40.74999999999999,0.0,0.0,0.0,0.0,0.0,-40.74999999999999,-40.74999999999999,0.0,-40.74999999999999,0.0,0.0,0
2023-10-03,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.549120654828324,0.0,-0.07918866439119707,2.290865598429909,0.8631470679220493,-0.164954450776813,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",ЕКАТЕРИНБУРГ,FBO,-231.88,-541.59,0.0,151.12,-100.0,-43.55,3.4593196427250903,-510.2060486752007,67.05,1.2152880875704313,5.418674408753767,15.13971306298816,1.2802715687094728,-541.59,-541.59,75.24,-510.2060486752007,-161.2893154459476,-383.0,1
2023-10-04,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.549120654828324,0.0,-0.07918866439119707,2.290865598429909,0.8631470679220493,-0.164954450776813,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",САМАРА,FBO,0.0,-3195.229999999999,0.0,0.0,-50.0,-34.45,0.0,-3195.229999999999,0.0,0.0,0.0,0.0,0.0,-3195.229999999999,-3195.229999999999,0.0,-3195.229999999999,-3110.7799999999993,0.0,0
