date,num_actions,position_category,price_index,external_index_data_minimal_price,external_index_data_price_index_value,self_marketplaces_index_data_minimal_price,self_marketplaces_index_data_price_index_value,marketing_seller_price,marketing_price,conv_tocart,conv_tocart_pdp,hits_tocart,hits_tocart_pdp,hits_view_search,shop_id,offer_id,title,warehouse_name,delivery_schema,gross_profit,sales_profit,prime_cost_of_paid,prime_cost_of_return,cancellation_processing,seller_bonuses_cost,cross_docking_cost_prod,gds_net_profit_after_tax,gds_profitability_after_tax,other_cost_prod,placement_cost_prod,promotion_advertising_prod,promotion_reviews_prod,shop_net_profit_after_tax,shop_net_profit_bfr_tax,shop_profitability_after_tax,gds_net_profit_bfr_tax,sum_installment_sale_cost_orders_commission_acquiring_cost_prod_direct_logistics_reverse_logistics_returns_commission_last_mile,accruals,TARGET
2023-10-05,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.549120654828324,0.0,-0.07918866439119707,2.290865598429909,0.8631470679220493,-0.164954450776813,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",ЕКАТЕРИНБУРГ,FBO,13501.279999999999,-670.5516666666671,-8462.720000000001,0.0,-50.0,-59.05,-198.3824977358065,-2470.3352355906677,1056.67,-69.69344009242025,-310.7461219683231,-868.2210384215978,-73.42006458259755,-670.5516666666671,-670.5516666666671,1515.5800000000002,-2470.3352355906677,-14342.102072789923,21964.0,56
2023-10-06,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.549120654828324,0.0,-0.07918866439119707,2.290865598429909,0.8631470679220493,-0.164954450776813,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",ЖУКОВСКИЙ,FBO,13728.920000000002,5774.1535027035425,-8916.080000000002,0.0,-50.0,-55.15,-204.5334028968921,3918.5671378208262,1046.69,-71.85430481209508,-320.3808929144361,-895.140476008791,-75.69647434314888,5774.1535027035425,5774.1535027035425,1521.98,3918.5671378208262,-8137.59731120381,22645.0,59
2023-10-07,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.549120654828324,0.0,-0.07918866439119707,2.290865598429909,0.8631470679220493,-0.164954450776813,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",ЖУКОВСКИЙ,FBO,14505.56,5603.899999999999,-9520.560000000005,151.12,-150.0,-63.5,-215.642967284756,3647.5244441786317,1161.47,-75.75718822648574,-337.7829021122616,-943.761486628831,-79.80805144370406,5603.899999999999,5603.899999999999,1685.8600000000001,3647.5244441786317,-8991.782960125329,23875.0,64
2023-10-08,-0.3857300027911926,-0.06931743072480247,-0.187640254998595,0.0,-0.5870407219323105,0.0,-0.07918866439119707,1.8074929285643413,2.149964057696265,-0.164954450776813,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",СОФЬИНО,FBO,13066.940003662106,5167.590003662108,-8462.720000000001,0.0,-100.0,-64.25,-194.45946671504197,3403.3973102041177,980.0600000000001,-68.31524629736846,-304.60109057705847,-851.0518924259449,-71.96817646650149,5167.590003662108,5167.590003662108,1438.9600000000003,3403.3973102041177,-8008.896820976075,21529.66000366211,56
2023-10-09,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.549120654828324,0.0,-0.07918866439119707,2.2908655984299093,0.8631470679220493,-0.164954450776813,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",РОСТОВ-НА-ДОНУ,FBO,10202.72,3609.0433333333317,-6800.400000000001,151.12,-50.0,-59.61666666666666,-152.21006427990397,2228.1494750421625,844.2199999999999,-53.47267585309896,-238.42167398516574,-666.147374771479,-56.33194902321681,3609.0433333333317,3609.0433333333317,1221.2,2228.1494750421625,-6698.370120378304,16852.0,46
2023-10-10,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.576159311372036,0.0,-0.07918866439119707,2.290865598429909,0.8631470679220493,-0.164954450776813,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",СОФЬИНО,FBO,14807.32,6179.0999999999985,-9671.680000000004,0.0,0.0,-65.05,-221.09839565082896,4173.2312154575375,1107.85,-77.67372609826785,-346.3282789866409,-967.6371698926557,-81.8270697922694,6179.0999999999985,6179.0999999999985,1632.2,4173.2312154575375,-8874.474144121798,24479.0,64
2023-10-11,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.5738511333744021,0.0,-0.07918866439119707,2.049179263497125,0.8577628964167179,-0.164954450776813,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",СОФЬИНО,FBO,13403.039999999999,5398.799999999999,-8764.960000000003,0.0,-50.0,-61.3,-200.2250596342815,3582.3001750178805,993.18,-70.34074758553868,-313.6323088596697,-876.2850109146775,-74.10198468707985,5398.799999999999,5398.799999999999,1468.3899999999996,3582.3001750178805,-8174.854713300871,22168.0,58
2023-10-12,-0.14783633375701627,-0.06931743072480247,-0.187640254998595,0.0,-0.5738511333744022,0.0,-0.07918866439119707,2.145853797470239,1.3961800469498624,-0.164954450776813,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",СОФЬИНО,FBO,13260.159999999996,5221.649999999998,-8613.840000000002,0.0,-100.0,-55.6,-197.56960278059694,3429.2412499251673,987.4499999999999,-69.40786325722091,-309.4728042221407,-864.66340349818,-73.11921747767884,5221.649999999998,5221.649999999998,1454.49,3429.2412499251673,-8161.085858839013,21874.0,57
2023-10-13,-0.3857300027911926,-0.06931743072480247,-0.187640254998595,0.0,-0.5870407219323105,0.0,-0.07918866439119707,1.5658065936315577,2.149964057696265,-0.3142875961023318,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",СОФЬИНО,FBO,17072.12,6598.039999999997,-11334.000000000004,151.12,-100.0,-84.0,-255.20385510495416,4282.756593519046,1456.9514278582126,-89.65526087285258,-399.7510324264691,-1116.8997195684867,-94.44927721641292,6598.039999999997,6598.039999999997,2160.9162705941085,4282.756593519046,-10649.404261291775,28255.0,76
2023-10-14,-0.3857300027911926,-0.06931743072480247,-0.187640254998595,0.0,-0.5870407219323105,0.0,-0.07918866439119707,2.5325519333626927,2.149964057696265,-0.3142875961023318,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",РОСТОВ-НА-ДОНУ,FBO,17006.120000000006,6850.779999999998,-11182.880000000001,0.0,-50.0,-78.0,-254.6077321378005,4540.904794008437,1226.0500000000002,-89.44583786037308,-398.81726607926873,-1114.2907872913142,-94.22865600613923,6850.779999999998,6850.779999999998,1824.1699999999998,4540.904794008437,-10385.824926616664,28189.0,74
2023-10-15,-0.3857300027911926,-0.06931743072480247,-0.187640254998595,0.0,-0.5870407219323105,0.0,-0.07918866439119707,2.5325519333626927,2.149964057696265,-0.3142875961023318,-0.08541749645359929,0.0,-0.15475106144548656,-0.08106958933405303,479580b8-30b1-4ace-9da1-77649e3c39ee,PC-TWCS-UTP-RJ45-RJ45-C5e-10M-G,"Патч-корд 10 метров, интернет кабель TWIST, RJ-45, категория 5e, UTP, сетевой Enternet Lan для соединения интернета 10 м, серый",СОФЬИНО,FBO,20387.440000000013,8394.199999999997,-13298.560000000005,0.0,0.0,-95.75,-304.25754956876585,5633.887247187492,1496.2400000000002,-106.88823633915808,-476.58868442109497,-1331.5832225582753,-112.60372862544983,8394.199999999997,8394.199999999997,2217.32,5633.887247187492,-12325.881331299763,33686.0,88
